Departure,Return,Account,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
2018-02-01 10:00,2018-02-01 10:00,ID00204,303,0087 Broughton & Burnaby,0063 Robson & Granville,Archived Monthly Standard,1764,441,3832,3953,6,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00205,1091,0132 14th & Ontario,0001 10th & Cambie,365 Standard,1159,374,3823,3971,6,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00206,800,0019 Robson & Hornby,0019 Robson & Hornby,365 Day Founding Plus,2421,1765,3753,3866,6,7,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00207,665,0089 Burrard & Drake,0027 Beatty & Nelson,365 Corporate Standard,1425,309,3663,3868,6,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00208,604,0064 Expo & Smithe,0201 Shaw Tower,365 Day Founding Plus,2695,2137,3624,3710,7,7,1106,1
2018-02-01 10:00,2018-02-01 10:00,ID00209,728,0133 Ontario & 16th,0066 Anderson & 2nd,Archived Monthly Plus,3910,705,3887,4134,6,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00210,1062,0030 Abbott & Cordova,0201 Shaw Tower,365 Standard,1255,344,3718,3860,7,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00215,447,0055 Keefer & Columbia,0027 Beatty & Nelson,365 Day Founding Plus,1968,592,3890,4034,6,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00219,1532,0198 6th & Main,0012 Dunsmuir & Richards,365 Standard,2666,525,3698,3893,7,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00220,1093,0055 Keefer & Columbia,0053 Keefer & Abbott,90 Day,510,204,3810,4003,6,5,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00086,268,0174 1st & Ontario,0601 Olympic Village Station,365 Corporate Plus,1080,846,3898,4034,6,5,535,1
2018-02-01 10:00,2018-02-01 10:00,ID00227,726,0036 Bute & Robson,0129 Richards & Robson,365 Corporate Standard,998,250,3871,3990,7,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00232,1096,0187 Bute & Davie,0129 Richards & Robson,365 Day Founding Standard,1711,538,3897,4026,6,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00233,405,0138 Richards & Helmcken,0137 Beach & Seymour,365 Standard,796,270,3776,3869,8,9,0,0
2018-02-01 10:00,2018-02-01 11:00,ID00234,601,0041 Cardero & Robson,0101 Stanley Park - Vancouver Aquarium,24 Hour,1941,1095,3834,3987,7,8,0,0
2018-02-01 10:00,2018-02-01 11:00,ID00234,927,0041 Cardero & Robson,0101 Stanley Park - Vancouver Aquarium,24 Hour,1960,1061,3766,3924,7,7,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00057,32,0060 Bidwell & Burnaby,0033 Robson & Denman,Archived Monthly Standard,1006,238,3895,4016,8,10,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00239,1344,0050 Bute & Comox,0078 Nelson & Mainland,365 Day Founding Standard,1286,293,3929,4029,6,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00240,925,0044 Richards & Beach,0129 Richards & Robson,365 Standard,1263,350,3648,3848,6,7,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00163,995,0030 Abbott & Cordova,0016 Pender & Burrard,365 Day Founding Standard,1190,322,3744,3806,7,9,0,0
2018-02-01 10:00,2018-02-01 11:00,ID00179,988,0008 8th & Ash,0130 Heather & 16th,Archived Monthly Standard,1025,306,3932,4051,7,9,0,0
2018-02-01 10:00,2018-02-01 11:00,ID00243,957,0017 Marinaside & Davie,0057 Marinaside & Cooperage,365 Day Founding Standard,302,155,3594,3684,7,7,0,0
2018-02-01 10:00,2018-02-01 11:00,ID00244,628,0047 Chilco & Beach,0057 Marinaside & Cooperage,Archived Monthly Standard,3530,746,3874,4105,7,10,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00245,1205,0176 10th & Ontario,0001 10th & Cambie,365 Corporate Plus,753,157,3645,3721,6,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00247,795,0040 Cardero & Davie,0099 Vancouver Art Gallery - North Plaza,365 Standard,1992,555,3900,4043,7,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00248,93,0055 Keefer & Columbia,0066 Anderson & 2nd,365 Standard,4022,773,3594,3744,6,10,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00249,501,0174 1st & Ontario,0167 Cordova & Columbia,365 Standard,1564,474,4013,4158,7,6,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00250,667,0196 Drake & Hornby,0015 Granville & Georgia,90 Day,1237,579,3755,3877,7,8,0,0
2018-02-01 11:00,2018-02-01 12:00,ID00208,995,0016 Pender & Burrard,0002 Burrard Station,365 Day Founding Plus,3546,5208,3758,3813,7,9,4039,1
2018-02-01 11:00,2018-02-01 11:00,ID00252,1502,0040 Cardero & Davie,0036 Bute & Robson,365 Standard,1204,294,3829,3976,7,9,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00253,1106,0601 Olympic Village Station,0197 1st & Main,365 Corporate Plus,1402,360,3753,3911,6,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00030,807,0050 Bute & Comox,0123 Georgia & Thurlow,Archived Monthly Plus,720,184,3982,4087,6,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00060,1059,0196 Drake & Hornby,0026 Beatty & Robson,Archived Monthly Plus,1676,492,3921,4069,7,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00014,1162,0218 Carrall & Seawall,0174 1st & Ontario,365 Day Founding Plus,1631,414,3632,3806,7,7,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00257,656,0011 Ontario & Seawall,0011 Ontario & Seawall,365 Corporate Plus,0,16,4009,4059,7,6,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00257,656,0011 Ontario & Seawall,0601 Olympic Village Station,365 Corporate Plus,1498,454,3971,4134,7,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00017,313,0055 Keefer & Columbia,0138 Richards & Helmcken,Archived Monthly Standard,2137,558,3906,4019,8,9,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00037,1485,0068 Cypress & Broadway,0039 Helmcken & Burrard,365 Standard,2871,785,3761,3947,7,8,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00261,361,0037 Hornby & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Plus,1521,433,3702,3782,7,9,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00262,1274,0007 12th & Yukon,0076 Cypress & 4th,365 Standard,3453,932,3855,4008,7,9,0,0
2018-02-01 11:00,2018-02-01 11:00,ID00264,1158,0016 Pender & Burrard,0015 Granville & Georgia,365 Day Founding Plus,790,308,3711,3852,7,8,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00071,696,0014 Canada Place,0092 Chilco & Barclay,365 Standard,2948,651,3695,3890,7,9,0,0
2018-02-01 12:00,2018-02-01 14:00,ID00273,1444,0154 Kitsilano Beach Park,0066 Anderson & 2nd,24 Hour,27405,9904,3674,4122,7,7,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00281,1103,0019 Robson & Hornby,0037 Hornby & Nelson,365 Plus,357,184,3787,3856,5,8,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00282,1435,0173 Columbia & 2nd,0601 Olympic Village Station,Archived Monthly Plus,598,169,3631,3745,7,9,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00283,391,0099 Vancouver Art Gallery - North Plaza,0196 Drake & Hornby,365 Corporate Plus,988,309,3595,3700,7,8,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00284,718,0033 Robson & Denman,0102 Stanley Park - Second Beach North,365 Day Founding Plus,9050,2284,3913,4237,8,10,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00286,615,0011 Ontario & Seawall,0066 Anderson & 2nd,365 Corporate Plus,3224,656,3739,3903,8,9,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00287,886,0212 Union & Gore,0066 Anderson & 2nd,365 Standard,4384,1252,3682,3860,8,10,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00289,114,0055 Keefer & Columbia,0150 Alexander & Main,Archived Monthly Standard,2356,1067,3827,3935,7,9,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00243,281,0057 Marinaside & Cooperage,0017 Marinaside & Davie,365 Day Founding Standard,641.67,77,3752,3818,7,7,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00306,500,0134 14th & Main,0107 8th & Ontario,Archived Monthly Plus,947,233,3779,3913,7,10,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00289,114,0150 Alexander & Main,0150 Alexander & Main,Archived Monthly Standard,1425,421,3777,3984,9,9,0,0
2018-02-01 12:00,2018-02-01 12:00,ID00072,804,0014 Canada Place,0016 Pender & Burrard,VIP,565,192,3843,3914,7,8,0,0
2018-02-01 12:00,2018-02-01 13:00,ID00289,114,0150 Alexander & Main,0055 Keefer & Columbia,Archived Monthly Standard,677,196,3856,3982,9,9,0,0
2018-02-01 12:00,2018-02-01 13:00,ID00310,1085,0014 Canada Place,0125 Hamilton & Robson,365 Day Founding Standard,1251,391,3779,3934,7,9,0,0
2018-02-01 12:00,2018-02-01 13:00,ID00247,1257,0063 Robson & Granville,0033 Robson & Denman,365 Standard,1574,382,3939,4061,7,10,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00072,105,0024 Hornby & Pender,0099 Vancouver Art Gallery - North Plaza,VIP,467,141,3735,3826,7,8,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00101,1159,0196 Drake & Hornby,0036 Bute & Robson,365 Standard,1384,516,3845,4042,7,6,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00281,1103,0037 Hornby & Nelson,0019 Robson & Hornby,365 Plus,520,551,3800,3863,7,8,316,1
2018-02-01 13:00,2018-02-01 13:00,ID00322,1223,0005 Dunsmuir & Beatty,0008 8th & Ash,365 Day Founding Standard,2623,725,3819,3980,8,10,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00072,1309,0037 Hornby & Nelson,0196 Drake & Hornby,VIP,545,159,3706,3818,8,8,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00137,385,0063 Robson & Granville,0039 Helmcken & Burrard,Archived Monthly Standard,2372,1169,3652,3795,8,9,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00001,1403,0030 Abbott & Cordova,0031 Morton & Denman,Archived Monthly Standard,3508,874,3823,4019,7,10,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00326,939,0019 Robson & Hornby,0019 Robson & Hornby,365 Day Founding Plus,0,17,3650,3698,8,7,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00111,1052,0024 Hornby & Pender,0032 Comox & Denman,365 Day Founding Plus,0,600,3507,3621,3,5,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00249,206,0167 Cordova & Columbia,0052 Cambie & Water,365 Standard,649,177,3810,3885,8,9,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00337,396,0044 Richards & Beach,0025 Homer & Robson,365 Day Founding Standard,1553,615,3774,4008,7,8,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00338,1145,0044 Richards & Beach,0052 Cambie & Water,365 Standard,2113,660,3756,3884,7,9,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00087,1137,0037 Hornby & Nelson,0032 Comox & Denman,Archived Monthly Standard,1645,367,3673,3845,7,10,0,0
2018-02-01 13:00,2018-02-01 13:00,ID00343,1303,0134 14th & Main,0171 5th & Yukon,365 Standard,1790,550,3977,4124,8,10,0,0
2018-02-01 13:00,2018-02-01 14:00,ID00208,155,0016 Pender & Burrard,0019 Robson & Hornby,365 Day Founding Plus,1698,1228,3847,3964,8,9,567,1
2018-02-01 13:00,2018-02-01 14:00,ID00264,1484,0125 Hamilton & Robson,0016 Pender & Burrard,365 Day Founding Plus,1288,528,3826,3951,7,8,0,0
2018-02-01 13:00,2018-02-01 14:00,ID00101,1159,0036 Bute & Robson,0060 Bidwell & Burnaby,365 Standard,1509,375,3874,4016,8,9,0,0
2018-02-01 13:00,2018-02-01 14:00,ID00289,364,0197 1st & Main,0057 Marinaside & Cooperage,Archived Monthly Standard,3281,903,3948,4175,7,8,0,0
2018-02-01 13:00,2018-02-01 14:00,ID00164,1504,0076 Cypress & 4th,0088 Harwood & Bute,VIP,2368,559,3784,3918,8,10,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00101,1159,0060 Bidwell & Burnaby,0028 Davie & Beach,365 Standard,379,140,3905,3964,9,9,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00371,728,0066 Anderson & 2nd,0066 Anderson & 2nd,365 Day Founding Plus,2436,2615,3982,4114,7,10,35,1
2018-02-01 14:00,2018-02-01 14:00,ID00372,385,0039 Helmcken & Burrard,0078 Nelson & Mainland,365 Day Founding Plus,886,195,3674,3808,8,9,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00037,1485,0039 Helmcken & Burrard,0011 Ontario & Seawall,365 Standard,3056,870,3782,3982,7,9,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00087,1052,0032 Comox & Denman,0037 Hornby & Nelson,Archived Monthly Standard,0,525,3476,3623,8,5,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00289,364,0057 Marinaside & Cooperage,0015 Granville & Georgia,Archived Monthly Standard,1860,1203,4042,4179,8,6,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00376,499,0050 Bute & Comox,0125 Hamilton & Robson,365 Plus,1799,564,3576,3719,8,8,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00378,811,0064 Expo & Smithe,0058 Homer & Smithe,365 Day Founding Plus,443,1134,3706,3826,8,8,0,0
2018-02-01 14:00,2018-02-01 15:00,ID00380,852,0031 Morton & Denman,0031 Morton & Denman,24 Hour,11896,4486,3727,4113,9,8,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00165,114,0055 Keefer & Columbia,0011 Ontario & Seawall,365 Day Founding Standard,1041,277,3855,4001,8,10,0,0
2018-02-01 14:00,2018-02-01 15:00,ID00380,36,0031 Morton & Denman,0031 Morton & Denman,24 Hour,11788,4328,3908,4325,7,7,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00338,329,0052 Cambie & Water,0044 Richards & Beach,365 Standard,2182,631,3723,3835,7,10,0,0
2018-02-01 14:00,2018-02-01 15:00,ID00380,674,0031 Morton & Denman,0031 Morton & Denman,24 Hour,11827,4271,3793,4208,8,9,0,0
2018-02-01 14:00,2018-02-01 15:00,ID00380,207,0031 Morton & Denman,0031 Morton & Denman,24 Hour,11794,4254,3971,4253,8,8,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00326,1052,0037 Hornby & Nelson,0063 Robson & Granville,365 Day Founding Plus,0,207,3479,3582,7,5,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00326,1530,0063 Robson & Granville,0063 Robson & Granville,365 Day Founding Plus,0,17,3744,3811,7,7,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00220,378,0167 Cordova & Columbia,0064 Expo & Smithe,90 Day,1535,498,3711,3798,8,9,0,0
2018-02-01 14:00,2018-02-01 15:00,ID00343,462,0171 5th & Yukon,0134 14th & Main,365 Standard,1811,690,3819,3971,8,7,0,0
2018-02-01 14:00,2018-02-01 14:00,ID00326,1530,0063 Robson & Granville,0125 Hamilton & Robson,365 Day Founding Plus,549,247,3716,3800,8,8,0,0
2018-02-01 14:00,2018-02-01 15:00,ID00396,1252,0005 Dunsmuir & Beatty,0197 1st & Main,365 Day Founding Plus,1768,501,3702,3845,8,9,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00289,431,0058 Homer & Smithe,0129 Richards & Robson,Archived Monthly Standard,2305,1224,3847,3979,7,10,12,1
2018-02-01 15:00,2018-02-01 15:00,ID00180,721,0037 Hornby & Nelson,0057 Marinaside & Cooperage,24 Hour,3425,411,3621,3850,8,9,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00016,276,0159 Vine & 4th,0039 Helmcken & Burrard,Archived Monthly Standard,2983,958,3668,3835,8,8,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00400,211,0208 Arbutus Greenway & Broadway,0030 Abbott & Cordova,90 Day,5221,1438,3642,3872,7,8,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00401,1332,0167 Cordova & Columbia,0064 Expo & Smithe,Archived Monthly Plus,1680,337,3895,4008,8,10,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00402,408,0088 Harwood & Bute,0012 Dunsmuir & Richards,Archived Monthly Plus,2638,891,3581,3710,7,6,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00219,1532,0012 Dunsmuir & Richards,0060 Bidwell & Burnaby,365 Standard,2854,1091,3766,3890,8,10,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00404,1059,0026 Beatty & Robson,0012 Dunsmuir & Richards,365 Standard,782,288,3951,4056,7,9,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00289,35,0129 Richards & Robson,0030 Abbott & Cordova,Archived Monthly Standard,2983,1255,3689,3843,7,10,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00407,696,0092 Chilco & Barclay,0187 Bute & Davie,365 Plus,1590,453,3723,3897,8,10,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00408,1121,0035 Coal Harbour Community Centre,0037 Hornby & Nelson,365 Day Founding Plus,2409,791,4019,4182,7,9,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00037,434,0055 Keefer & Columbia,0039 Helmcken & Burrard,365 Standard,3124,864,3861,3998,8,9,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00326,1288,0012 Dunsmuir & Richards,0125 Hamilton & Robson,365 Day Founding Plus,467,265,3947,4003,8,8,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00249,194,0167 Cordova & Columbia,0601 Olympic Village Station,365 Standard,2936,771,3823,3960,7,10,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00380,36,0031 Morton & Denman,0031 Morton & Denman,24 Hour,0,39,4172,4280,9,6,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00380,207,0031 Morton & Denman,0031 Morton & Denman,24 Hour,0,18,4180,4242,9,8,0,0
2018-02-01 15:00,2018-02-01 15:00,ID00380,207,0031 Morton & Denman,0031 Morton & Denman,24 Hour,0,29,4150,4216,8,8,0,0
2018-02-01 15:00,2018-02-01 16:00,ID00123,804,0016 Pender & Burrard,0036 Bute & Robson,365 Day Founding Plus,873,361,3847,3940,8,9,0,0
2018-02-01 15:00,2018-02-01 16:00,ID00408,434,0039 Helmcken & Burrard,0109 7th & Arbutus,365 Day Founding Plus,2946,743,3922,4019,10,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00219,1532,0060 Bidwell & Burnaby,0196 Drake & Hornby,365 Standard,1310,404,3797,3913,8,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00420,56,0024 Hornby & Pender,0027 Beatty & Nelson,365 Standard,1672,580,3882,3990,8,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00408,126,0208 Arbutus Greenway & Broadway,0166 Alder & 11th,365 Day Founding Plus,1747,565,3756,3905,7,7,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00422,422,0209 Stanley Park - Information Booth,0035 Coal Harbour Community Centre,24 Hour,1686,475,3465,3636,8,7,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00423,1096,0129 Richards & Robson,0039 Helmcken & Burrard,365 Day Founding Standard,1029,316,3921,4037,8,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00404,491,0012 Dunsmuir & Richards,0026 Beatty & Robson,365 Standard,761,219,3955,4058,8,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00111,202,0032 Comox & Denman,0024 Hornby & Pender,365 Day Founding Plus,2111,512,3686,3798,7,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00040,1130,0024 Hornby & Pender,0053 Keefer & Abbott,365 Day Founding Standard,1084,290,3821,3951,7,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00219,1532,0196 Drake & Hornby,0134 14th & Main,365 Standard,4231,1089,3805,3990,8,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00408,132,0211 14th & Alder,0132 14th & Ontario,365 Day Founding Plus,2031,632,3710,3853,8,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00433,436,0107 8th & Ontario,0119 3rd & Quebec,365 Day Founding Standard,718,166,4045,4127,8,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00028,1017,0211 14th & Alder,0159 Vine & 4th,365 Standard,3058,813,3763,3976,6,8,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00435,535,0010 Stamp's Landing,0082 Richards & Davie,365 Day Founding Standard,2434,566,3763,3892,7,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00041,1218,0107 8th & Ontario,0010 Stamp's Landing,365 Plus,1678,406,3589,3687,7,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00408,781,0134 14th & Main,0172 10th & Columbia,365 Day Founding Plus,1051,294,3818,3900,7,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00075,499,0125 Hamilton & Robson,0092 Chilco & Barclay,365 Standard,2687,651,3594,3756,8,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00050,1011,0112 10th & Oak,0174 1st & Ontario,Archived Monthly Standard,2195,515,3839,4022,7,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00220,378,0064 Expo & Smithe,0055 Keefer & Columbia,90 Day,1537,508,3734,3861,8,10,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00443,114,0011 Ontario & Seawall,0066 Anderson & 2nd,365 Standard,3212,893,3856,4038,7,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00227,726,0129 Richards & Robson,0037 Hornby & Nelson,365 Corporate Standard,735,217,3890,3990,7,9,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00310,213,0099 Vancouver Art Gallery - North Plaza,0024 Hornby & Pender,365 Day Founding Standard,483,111,3782,3872,7,8,0,0
2018-02-01 16:00,2018-02-01 16:00,ID00448,994,0011 Ontario & Seawall,0218 Carrall & Seawall,365 Day Founding Standard,859,248,3968,4077,7,9,0,0
2018-02-01 16:00,2018-02-01 17:00,ID00064,213,0024 Hornby & Pender,0033 Robson & Denman,Archived Monthly Standard,1848,591,3782,3914,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00450,1309,0196 Drake & Hornby,0037 Hornby & Nelson,365 Standard,553,169,3708,3810,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00451,1402,0036 Bute & Robson,0083 Aquatic Centre,365 Day Founding Plus,1190,327,3742,3861,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00452,501,0167 Cordova & Columbia,0011 Ontario & Seawall,365 Corporate Standard,1992,529,4019,4200,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00120,197,0024 Hornby & Pender,0206 8th & Scotia,365 Corporate Plus,4145,1344,3911,4067,7,8,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00183,52,0073 Ontario & 5th,0011 Ontario & Seawall,365 Day Founding Standard,575,146,3861,3906,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00032,1176,0010 Stamp's Landing,0066 Anderson & 2nd,Archived Monthly Standard,1929,591,3792,3947,7,8,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00073,636,0601 Olympic Village Station,0060 Bidwell & Burnaby,365 Day Founding Plus,4676,1193,3980,4198,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00408,132,0132 14th & Ontario,0080 Laurel & Broadway,365 Day Founding Plus,1970,581,3726,3868,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00458,263,0041 Cardero & Robson,0078 Nelson & Mainland,365 Corporate Standard,2182,574,3681,3839,6,8,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00130,144,0064 Expo & Smithe,0197 1st & Main,365 Day Founding Standard,2552,520,3940,4072,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00066,1096,0039 Helmcken & Burrard,0079 Nelson & Richards,365 Corporate Plus,677,279,3939,4018,7,8,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00408,356,0112 10th & Oak,0166 Alder & 11th,365 Day Founding Plus,479,134,3943,4038,7,8,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00407,644,0187 Bute & Davie,0033 Robson & Denman,365 Plus,1472,383,3802,3951,7,8,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00002,696,0187 Bute & Davie,0024 Hornby & Pender,365 Standard,1815,694,3744,3884,8,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00114,935,0171 5th & Yukon,0167 Cordova & Columbia,365 Plus,2542,670,3779,3966,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00408,495,0211 14th & Alder,0109 7th & Arbutus,365 Day Founding Plus,2417,763,3935,4106,7,8,0,0
2018-02-01 17:00,2018-02-01 18:00,ID00466,492,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,6873,3130,3826,4056,7,8,0,0
2018-02-01 17:00,2018-02-01 18:00,ID00466,1271,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,6953,3044,3832,4153,7,6,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00468,925,0129 Richards & Robson,0137 Beach & Seymour,Archived Monthly Standard,1268,381,3756,3866,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00128,1052,0063 Robson & Granville,0030 Abbott & Cordova,365 Day Founding Standard,0,463,3460,3611,8,6,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00054,180,0002 Burrard Station,0088 Harwood & Bute,365 Day Founding Plus,1694,392,3813,3927,7,11,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00471,202,0024 Hornby & Pender,0204 York & Yew,Archived Monthly Standard,3600,908,3610,3856,7,10,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00164,223,0099 Vancouver Art Gallery - North Plaza,0088 Harwood & Bute,VIP,1551,644,3724,3958,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00289,378,0055 Keefer & Columbia,0129 Richards & Robson,Archived Monthly Standard,1672,632,3715,3871,7,8,0,0
2018-02-01 17:00,2018-02-01 18:00,ID00100,361,0005 Dunsmuir & Beatty,0204 York & Yew,365 Standard,4280,816,3706,3845,7,12,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00035,296,0187 Bute & Davie,0032 Comox & Denman,365 Standard,1021,414,3821,3940,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00481,621,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,916,328,3605,3705,7,9,0,0
2018-02-01 17:00,2018-02-01 17:00,ID00247,1366,0187 Bute & Davie,0060 Bidwell & Burnaby,365 Standard,906,301,3744,3881,7,9,0,0
